year,naics,level,area,parent_disclosure,children,children_N,parent_estabs,sum_estabs,parent_emplvl,sum_emplvl_disclosed,parent_total_wages,sum_total_wages_disclosed
2016,23,county_vs_state,01,,68,3,9394,9402,84105,83853,4250189880,4240030666
2016,23,county_vs_state,02,,30,10,2473,2475,16228,15557,1260328988,1194232787
2016,23,county_vs_state,04,,16,0,11088,11090,134049,134049,6806782977,6806782977
2016,23,county_vs_state,05,,76,10,6700,6710,50284,49173,2301175423,2259792321
2016,23,county_vs_state,06,,59,0,70000,70007,769670,769676,49622529524,49622529524
2016,23,county_vs_state,08,,65,8,18440,18446,155148,155001,8896845188,8891075078
2016,23,county_vs_state,09,,9,2,9347,9348,59102,56061,3933369057,3730814020
2016,23,county_vs_state,10,,4,0,2822,2823,20956,20956,1188290412,1188290412
2016,23,county_vs_state,11,,1,0,1003,1003,15270,15270,977470646,977470646
2016,23,county_vs_state,12,,68,2,64576,64583,474134,463961,22446456431,21762730794
2016,23,county_vs_state,13,,159,23,23041,23058,175684,173676,9803667952,9718299120
2016,23,county_vs_state,15,,5,0,3598,3598,37623,37623,2729376827,2729376827
2016,23,county_vs_state,16,,45,4,7227,7231,39458,38745,1641997331,1605593601
2016,23,county_vs_state,17,,103,4,36492,36508,218155,217853,15099222391,15082594121
2016,23,county_vs_state,18,,93,0,14568,14584,131686,131687,7219923418,7219923418
2016,23,county_vs_state,19,,99,4,9461,9475,80802,80490,4691800665,4675495996
2016,23,county_vs_state,20,,105,18,7770,7779,61310,60725,3163742143,3137407596
2016,23,county_vs_state,21,,121,27,9584,9599,76782,73362,3972955365,3818007357
2016,23,county_vs_state,22,,65,5,10563,10571,139830,139268,8338397545,8317466652
2016,23,county_vs_state,23,,17,0,5461,5463,27364,27363,1272946144,1272946144
2016,23,county_vs_state,24,,25,0,16363,16366,161014,161015,10062146842,10062146842
2016,23,county_vs_state,25,,15,0,20256,20257,146503,146504,10646425987,10646425987
2016,23,county_vs_state,26,,84,2,19319,19333,154728,150028,9141045142,8799542415
2016,23,county_vs_state,27,,88,2,15254,15265,116017,110365,7339670362,6963196404
2016,23,county_vs_state,28,,83,5,5812,5822,44433,44237,2118551033,2110639359
2016,23,county_vs_state,29,,116,12,14618,14633,120566,113513,6754738506,6277899395
2016,23,county_vs_state,30,,57,17,5834,5845,27029,26207,1315450442,1271884771
2016,23,county_vs_state,31,,91,20,6979,6988,50545,49888,2442533591,2417457979
2016,23,county_vs_state,32,,18,6,6112,6113,75731,75621,4189053480,4184065645
2016,23,county_vs_state,33,,11,0,4269,4269,25462,25462,1499019220,1499019220
2016,23,county_vs_state,34,,22,2,21936,21938,152420,145110,10476593214,9882032126
2016,23,county_vs_state,35,,34,5,5207,5210,43256,43123,1919489278,1915702464
2016,23,county_vs_state,36,,63,0,48177,48188,374282,374283,26291032256,26291032256
2016,23,county_vs_state,37,,101,4,25393,25409,200569,200043,10043210627,10025108006
2016,23,county_vs_state,38,,54,13,4205,4212,31069,29958,1997247884,1931919519
2016,23,county_vs_state,39,,89,0,22785,22799,205878,205882,11741096946,11741096946
2016,23,county_vs_state,40,,78,7,9710,9718,77373,76933,3840431876,3820549315
2016,23,county_vs_state,41,,37,4,12553,12554,89453,89271,4997774479,4988276578
2016,23,county_vs_state,42,,68,2,28341,28352,239006,226126,14721661409,13713875704
2016,23,county_vs_state,44,,6,2,3600,3601,18125,16709,1056782325,978090617
2016,23,county_vs_state,45,,47,2,11134,11139,94513,93643,4741592395,4698225562
2016,23,county_vs_state,46,,66,10,3848,3857,22799,22650,1087013547,1081883910
2016,23,county_vs_state,47,,96,9,11339,11351,114947,113134,6261754869,6182076772
2016,23,county_vs_state,48,,253,46,47424,47449,700273,697236,43213992611,43057847877
2016,23,county_vs_state,49,,29,3,10446,10449,91537,91388,4346551334,4342290545
2016,23,county_vs_state,50,,15,0,2812,2815,15276,15276,742605275,742605275
2016,23,county_vs_state,51,,134,16,21287,21305,187413,176298,9995127139,9446622660
2016,23,county_vs_state,53,,40,2,24366,24371,174885,173999,10282279623,10224686302
2016,23,county_vs_state,54,,56,8,4426,4430,30019,28233,1579287875,1484659760
2016,23,county_vs_state,55,,72,0,13731,13737,112279,112278,6598063612,6598063612
2016,23,county_vs_state,56,,24,2,3459,3462,21104,20265,1062848633,1014515892
2016,23,county_vs_state,72,,79,14,1772,1780,22771,22265,510500222,502407605
2016,23,county_vs_state,78,,3,0,293,293,1414,1414,58710745,58710745
2016,23,states51_vs_national,US,,51,0,774594,774603,6686142,6686144,392122540119,392122540119
2016,236,county_vs_state,01,,67,21,2564,2570,18984,17606,1074843084,1001257414
2016,236,county_vs_state,02,,28,11,774,775,4336,4183,303830053,295341241
2016,236,county_vs_state,04,,16,4,2936,2937,26027,25838,1604870772,1597944684
2016,236,county_vs_state,05,,71,30,1692,1695,10372,9807,528779929,504905286
2016,236,county_vs_state,06,,59,6,23221,23228,174728,174329,12208920324,12190287605
2016,236,county_vs_state,08,,65,20,4960,4964,30036,29378,2004363943,1959690914
2016,236,county_vs_state,09,,9,0,2447,2448,11143,11143,787850774,787850774
2016,236,county_vs_state,10,,4,0,872,873,4876,4876,293331072,293331072
2016,236,county_vs_state,11,,1,0,402,402,3947,3947,304287547,304287547
2016,236,county_vs_state,12,,68,10,16774,16782,95503,92712,5648553550,5455229901
2016,236,county_vs_state,13,,151,68,7065,7078,38030,36158,2569929218,2489528848
2016,236,county_vs_state,15,,5,2,1191,1192,11393,10693,850473169,804141096
2016,236,county_vs_state,16,,44,12,2087,2091,9197,8928,392444542,383196165
2016,236,county_vs_state,17,,103,38,12207,12215,43894,42324,2867326140,2801202350
2016,236,county_vs_state,18,,93,29,4252,4258,31268,29729,1724446096,1668291987
2016,236,county_vs_state,19,,99,22,2739,2746,17092,16530,951344562,931081617
2016,236,county_vs_state,20,,100,56,2107,2114,12502,11051,664655036,604042800
2016,236,county_vs_state,21,,119,54,2505,2518,16090,14705,858632266,795328239
2016,236,county_vs_state,22,,64,16,2888,2896,28149,22615,1743634459,1297585320
2016,236,county_vs_state,23,,17,3,1718,1720,6530,5887,291387471,265390710
2016,236,county_vs_state,24,,25,4,5614,5617,36835,35887,2495143879,2444719894
2016,236,county_vs_state,25,,15,2,5500,5502,31284,30620,2483657045,2445292217
2016,236,county_vs_state,26,,84,14,6394,6405,36362,35372,2047292274,2011738161
2016,236,county_vs_state,27,,88,19,4197,4207,25483,23265,1658058753,1525010903
2016,236,county_vs_state,28,,78,31,1474,1481,8936,7496,459954104,373192092
2016,236,county_vs_state,29,,114,39,4452,4459,26989,25826,1538985491,1497286510
2016,236,county_vs_state,30,,53,19,1907,1915,6927,6656,315625193,305123912
2016,236,county_vs_state,31,,80,29,1782,1792,10111,9665,511567234,494314704
2016,236,county_vs_state,32,,15,3,1592,1595,12489,12426,817480567,814700429
2016,236,county_vs_state,33,,11,2,1118,1120,5758,5408,352378794,330673736
2016,236,county_vs_state,34,,22,3,6931,6934,34714,32974,2264850597,2132026417
2016,236,county_vs_state,35,,33,7,1680,1682,10319,9908,459237000,446549965
2016,236,county_vs_state,36,,63,7,17048,17059,98088,97315,6753370440,6717331768
2016,236,county_vs_state,37,,101,15,8243,8252,43062,42335,2588064585,2560389371
2016,236,county_vs_state,38,,54,24,1081,1087,6465,6094,422064821,403633100
2016,236,county_vs_state,39,,89,13,6227,6240,45028,42570,2622330540,2474705025
2016,236,county_vs_state,40,,72,28,2440,2445,14319,12437,779465806,627535360
2016,236,county_vs_state,41,,36,5,4545,4549,23502,23454,1299215493,1297711336
2016,236,county_vs_state,42,,68,8,9369,9377,56448,54898,3391039088,3322813877
2016,236,county_vs_state,44,,6,0,1117,1118,4348,4347,266251903,266251903
2016,236,county_vs_state,45,,47,10,3099,3104,22287,21994,1443684698,1432362981
2016,236,county_vs_state,46,,63,30,1241,1244,5839,5326,261241458,244456980
2016,236,county_vs_state,47,,95,40,3139,3144,25095,23583,1545080092,1483943515
2016,236,county_vs_state,48,,234,91,12770,12793,159974,157609,12404542914,12247506776
2016,236,county_vs_state,49,,29,6,2807,2812,19112,18896,955058864,946450217
2016,236,county_vs_state,50,,15,3,887,889,4099,3965,203159231,198139883
2016,236,county_vs_state,51,,134,44,6848,6865,39222,35232,2334834105,2129802101
2016,236,county_vs_state,53,,40,5,8326,8331,43485,43221,2624361196,2615190074
2016,236,county_vs_state,54,,56,24,1557,1560,7661,6481,321201945,281789133
2016,236,county_vs_state,55,,72,20,3569,3578,26707,25554,1605872411,1558942644
2016,236,county_vs_state,56,,24,4,902,903,4042,3882,184710657,176273131
2016,236,county_vs_state,72,,75,36,821,826,10404,8576,220776107,186378799
2016,236,county_vs_state,78,,3,0,112,112,757,757,31318863,31318863
2016,236,states51_vs_national,US,,51,0,233252,233257,1489086,1489087,95083685185,95083685185
2016,2361,county_vs_state,01,,65,31,1612,1617,5990,5483,281910121,267223366
2016,2361,county_vs_state,02,,21,10,457,458,1595,1476,74315609,66214913
2016,2361,county_vs_state,04,,15,2,2059,2063,13416,13290,759346379,752252137
2016,2361,county_vs_state,05,,70,39,1120,1123,3199,2851,130974904,119529907
2016,2361,county_vs_state,06,,59,10,19054,19063,103474,103051,6133818747,6115914729
2016,2361,county_vs_state,08,,64,29,3920,3928,15321,14262,925173869,875853735
2016,2361,county_vs_state,09,,9,0,1904,1904,5899,5900,332192626,332192626
2016,2361,county_vs_state,10,,4,3,690,690,2676,276,146323467,13912895
2016,2361,county_vs_state,11,,1,0,172,172,939,939,67558218,67558218
2016,2361,county_vs_state,12,,68,13,12935,12945,54857,53566,2958318212,2882784398
2016,2361,county_vs_state,13,,147,74,4837,4850,15659,14447,980787871,936829198
2016,2361,county_vs_state,15,,5,2,859,859,5146,4599,320214474,286374269
2016,2361,county_vs_state,16,,44,18,1654,1660,4983,4295,171776978,150281381
2016,2361,county_vs_state,17,,102,34,9908,9918,22671,21898,1138504209,1107551336
2016,2361,county_vs_state,18,,93,26,3194,3201,13020,12067,546377961,515838092
2016,2361,county_vs_state,19,,98,40,1968,1977,6463,5467,246103007,213706548
2016,2361,county_vs_state,20,,96,53,1486,1494,5131,4430,206815899,185826732
2016,2361,county_vs_state,21,,116,71,1556,1567,5605,4893,240265125,219207719
2016,2361,county_vs_state,22,,64,29,1649,1656,5400,5049,221813123,212017921
2016,2361,county_vs_state,23,,17,7,1501,1503,4339,3410,169687850,136862125
2016,2361,county_vs_state,24,,25,5,4519,4522,20421,19491,1227427876,1193677414
2016,2361,county_vs_state,25,,15,2,4550,4552,15853,15471,939678171,912430064
2016,2361,county_vs_state,26,,84,28,5056,5062,19359,17219,847820324,771044376
2016,2361,county_vs_state,27,,88,33,3234,3242,11378,10321,537289464,500602308
2016,2361,county_vs_state,28,,74,41,745,750,2098,1738,73220921,63640156
2016,2361,county_vs_state,29,,107,41,3118,3128,11534,10799,473529084,451194308
2016,2361,county_vs_state,30,,53,29,1624,1633,4277,3575,160709379,139518430
2016,2361,county_vs_state,31,,76,35,1361,1371,4155,3624,162233913,145797986
2016,2361,county_vs_state,32,,15,4,926,927,6226,6205,353694021,352905713
2016,2361,county_vs_state,33,,11,0,898,900,3315,3315,169341854,169341854
2016,2361,county_vs_state,34,,22,0,5833,5836,23015,23012,1236788675,1236788675
2016,2361,county_vs_state,35,,33,11,1100,1105,4451,4224,156389725,149835948
2016,2361,county_vs_state,36,,63,10,14387,14388,57033,56139,3036669597,3007419480
2016,2361,county_vs_state,37,,101,27,6787,6800,25076,23885,1331955834,1292290432
2016,2361,county_vs_state,38,,50,32,642,647,1984,1716,88256554,78936046
2016,2361,county_vs_state,39,,89,15,4510,4523,19419,18637,897186372,867660149
2016,2361,county_vs_state,40,,64,31,1142,1149,4240,4028,181554606,175139359
2016,2361,county_vs_state,41,,36,6,3891,3896,13931,13699,594712674,587288845
2016,2361,county_vs_state,42,,68,6,7208,7216,27909,26857,1311907879,1274381600
2016,2361,county_vs_state,44,,6,0,943,945,2625,2625,115951296,115951296
2016,2361,county_vs_state,45,,46,12,2236,2241,9438,9243,510269819,503851059
2016,2361,county_vs_state,46,,63,33,922,930,2716,2325,92586617,79958043
2016,2361,county_vs_state,47,,93,42,2234,2245,10745,9996,574242381,550334458
2016,2361,county_vs_state,48,,221,111,8375,8396,50376,48661,3506465215,3428672913
2016,2361,county_vs_state,49,,28,10,2209,2213,10422,9780,431737543,409364369
2016,2361,county_vs_state,50,,15,6,791,793,2775,2158,116219242,90177554
2016,2361,county_vs_state,51,,134,51,5305,5323,20829,18487,1065840812,977769069
2016,2361,county_vs_state,53,,40,11,7174,7178,25144,24315,1165881510,1139545041
2016,2361,county_vs_state,54,,56,25,1190,1196,3874,3169,113723123,93798929
2016,2361,county_vs_state,55,,72,15,2891,2901,11166,10550,471926960,450814756
2016,2361,county_vs_state,56,,24,10,693,695,2639,2392,107762840,99046098
2016,2361,county_vs_state,72,,74,49,597,603,5127,3354,105533588,74336375
2016,2361,county_vs_state,78,,3,3,74,74,301,0,12150643,0
2016,2361,states51_vs_national,US,,51,0,179021,179029,724202,724206,38105252930,38105252930
2016,23611,county_vs_state,01,,65,31,1612,1617,5990,5483,281910121,267223366
2016,23611,county_vs_state,02,,21,10,457,458,1595,1476,74315609,66214913
2016,23611,county_vs_state,04,,15,2,2059,2063,13416,13290,759346379,752252137
2016,23611,county_vs_state,05,,70,39,1120,1123,3199,2851,130974904,119529907
2016,23611,county_vs_state,06,,59,10,19054,19063,103474,103051,6133818747,6115914729
2016,23611,county_vs_state,08,,64,29,3920,3928,15321,14262,925173869,875853735
2016,23611,county_vs_state,09,,9,0,1904,1904,5899,5900,332192626,332192626
2016,23611,county_vs_state,10,,4,3,690,690,2676,276,146323467,13912895
2016,23611,county_vs_state,11,,1,0,172,172,939,939,67558218,67558218
2016,23611,county_vs_state,12,,68,13,12935,12945,54857,53566,2958318212,2882784398
2016,23611,county_vs_state,13,,147,74,4837,4850,15659,14447,980787871,936829198
2016,23611,county_vs_state,15,,5,2,859,859,5146,4599,320214474,286374269
2016,23611,county_vs_state,16,,44,18,1654,1660,4983,4295,171776978,150281381
2016,23611,county_vs_state,17,,102,34,9908,9918,22671,21898,1138504209,1107551336
2016,23611,county_vs_state,18,,93,26,3194,3201,13020,12067,546377961,515838092
2016,23611,county_vs_state,19,,98,40,1968,1977,6463,5467,246103007,213706548
2016,23611,county_vs_state,20,,96,53,1486,1494,5131,4430,206815899,185826732
2016,23611,county_vs_state,21,,116,71,1556,1567,5605,4893,240265125,219207719
2016,23611,county_vs_state,22,,64,29,1649,1656,5400,5049,221813123,212017921
2016,23611,county_vs_state,23,,17,7,1501,1503,4339,3410,169687850,136862125
2016,23611,county_vs_state,24,,25,5,4519,4522,20421,19491,1227427876,1193677414
2016,23611,county_vs_state,25,,15,2,4550,4552,15853,15471,939678171,912430064
2016,23611,county_vs_state,26,,84,28,5056,5062,19359,17219,847820324,771044376
2016,23611,county_vs_state,27,,88,33,3234,3242,11378,10321,537289464,500602308
2016,23611,county_vs_state,28,,74,41,745,750,2098,1738,73220921,63640156
2016,23611,county_vs_state,29,,107,41,3118,3128,11534,10799,473529084,451194308
2016,23611,county_vs_state,30,,53,29,1624,1633,4277,3575,160709379,139518430
2016,23611,county_vs_state,31,,76,35,1361,1371,4155,3624,162233913,145797986
2016,23611,county_vs_state,32,,15,4,926,927,6226,6205,353694021,352905713
2016,23611,county_vs_state,33,,11,0,898,900,3315,3315,169341854,169341854
2016,23611,county_vs_state,34,,22,0,5833,5836,23015,23012,1236788675,1236788675
2016,23611,county_vs_state,35,,33,11,1100,1105,4451,4224,156389725,149835948
2016,23611,county_vs_state,36,,63,10,14387,14388,57033,56139,3036669597,3007419480
2016,23611,county_vs_state,37,,101,27,6787,6800,25076,23885,1331955834,1292290432
2016,23611,county_vs_state,38,,50,32,642,647,1984,1716,88256554,78936046
2016,23611,county_vs_state,39,,89,15,4510,4523,19419,18637,897186372,867660149
2016,23611,county_vs_state,40,,64,31,1142,1149,4240,4028,181554606,175139359
2016,23611,county_vs_state,41,,36,6,3891,3896,13931,13699,594712674,587288845
2016,23611,county_vs_state,42,,68,6,7208,7216,27909,26857,1311907879,1274381600
2016,23611,county_vs_state,44,,6,0,943,945,2625,2625,115951296,115951296
2016,23611,county_vs_state,45,,46,12,2236,2241,9438,9243,510269819,503851059
2016,23611,county_vs_state,46,,63,33,922,930,2716,2325,92586617,79958043
2016,23611,county_vs_state,47,,93,42,2234,2245,10745,9996,574242381,550334458
2016,23611,county_vs_state,48,,221,111,8375,8396,50376,48661,3506465215,3428672913
2016,23611,county_vs_state,49,,28,10,2209,2213,10422,9780,431737543,409364369
2016,23611,county_vs_state,50,,15,6,791,793,2775,2158,116219242,90177554
2016,23611,county_vs_state,51,,134,51,5305,5323,20829,18487,1065840812,977769069
2016,23611,county_vs_state,53,,40,11,7174,7178,25144,24315,1165881510,1139545041
2016,23611,county_vs_state,54,,56,25,1190,1196,3874,3169,113723123,93798929
2016,23611,county_vs_state,55,,72,15,2891,2901,11166,10550,471926960,450814756
2016,23611,county_vs_state,56,,24,10,693,695,2639,2392,107762840,99046098
2016,23611,county_vs_state,72,,74,49,597,603,5127,3354,105533588,74336375
2016,23611,county_vs_state,78,,3,3,74,74,301,0,12150643,0
2016,23611,states51_vs_national,US,,51,0,179021,179029,724202,724206,38105252930,38105252930
2016,236115,county_vs_state,01,,60,24,778,783,2586,2350,122622141,116152153
2016,236115,county_vs_state,02,,17,7,273,276,938,632,48411718,29437064
2016,236115,county_vs_state,04,,15,7,1093,1095,7455,6651,459060384,425396877
2016,236115,county_vs_state,05,,65,43,675,678,1879,1558,77570829,66019472
2016,236115,county_vs_state,06,,59,8,10293,10300,53113,52322,3210115783,3172804356
2016,236115,county_vs_state,08,,59,22,1905,1910,7144,6971,447598780,441985841
2016,236115,county_vs_state,09,,9,3,615,616,2005,1813,133186570,119768835
2016,236115,county_vs_state,10,,4,0,327,327,1496,1495,92915490,92915490
2016,236115,county_vs_state,11,,1,0,28,28,140,140,11094966,11094966
2016,236115,county_vs_state,12,,68,12,6486,6494,29805,29650,1727047674,1722859476
2016,236115,county_vs_state,13,,136,71,2551,2561,7617,6905,530676989,502644594
2016,236115,county_vs_state,15,,5,2,408,408,2719,2390,160185977,140765965
2016,236115,county_vs_state,16,,43,10,1109,1115,3253,3152,116039554,113087969
2016,236115,county_vs_state,17,,97,40,3515,3522,8649,8195,495775258,478864505
2016,236115,county_vs_state,18,,92,34,1186,1192,4819,4282,219673183,199755979
2016,236115,county_vs_state,19,,97,40,1077,1087,3484,3094,139813682,127381596
2016,236115,county_vs_state,20,,86,56,776,784,2423,1962,98981350,83768490
2016,236115,county_vs_state,21,,105,73,686,692,2026,1488,86686104,70320505
2016,236115,county_vs_state,22,,61,25,705,710,2372,2213,109773397,104726300
2016,236115,county_vs_state,23,,17,2,790,792,2595,2536,109670694,107127082
2016,236115,county_vs_state,24,,25,5,701,704,3819,3695,256252977,251058318
2016,236115,county_vs_state,25,,15,2,1572,1576,6096,5879,385684582,376413081
2016,236115,county_vs_state,26,,84,18,1832,1838,7541,6994,341172657,322628736
2016,236115,county_vs_state,27,,88,28,1567,1574,5260,4822,236670694,221664843
2016,236115,county_vs_state,28,,64,45,415,418,1175,740,41775759,27487882
2016,236115,county_vs_state,29,,105,47,1329,1334,4919,4395,202760181,187495921
2016,236115,county_vs_state,30,,52,26,1186,1191,3259,3132,127904671,124483950
2016,236115,county_vs_state,31,,65,38,562,566,1844,1624,79592310,72771024
2016,236115,county_vs_state,32,,13,6,251,250,1967,1866,110439163,106817402
2016,236115,county_vs_state,33,,11,2,449,449,1714,1627,96034638,91047051
2016,236115,county_vs_state,34,,22,3,2720,2722,10317,9698,558703629,513179896
2016,236115,county_vs_state,35,,32,11,656,659,2858,2618,104801485,97918148
2016,236115,county_vs_state,36,,63,12,4756,4764,20840,20151,1217285428,1188306951
2016,236115,county_vs_state,37,,101,21,4249,4257,14976,14518,823691757,808275356
2016,236115,county_vs_state,38,,43,27,357,359,1227,1094,56364925,50922151
2016,236115,county_vs_state,39,,89,32,1745,1754,7023,5648,350529644,294903879
2016,236115,county_vs_state,40,,56,37,629,632,2231,1825,106575347,92330785
2016,236115,county_vs_state,41,,36,8,2599,2602,7382,7256,301624842,298252026
2016,236115,county_vs_state,42,,68,19,2180,2185,9145,7744,473677654,417099311
2016,236115,county_vs_state,44,,6,3,288,289,851,536,38469112,24259135
2016,236115,county_vs_state,45,,42,11,1166,1169,5065,4965,276104804,272965063
2016,236115,county_vs_state,46,,55,26,553,555,1791,1602,63686491,58227937
2016,236115,county_vs_state,47,,88,41,1176,1180,6023,5608,345380796,333152129
2016,236115,county_vs_state,48,,201,108,4881,4896,30381,28490,2264042209,2179188125
2016,236115,county_vs_state,49,,28,7,1363,1367,6303,6170,278176714,274621524
2016,236115,county_vs_state,50,,15,3,397,399,1590,1579,68216232,67807113
2016,236115,county_vs_state,51,,131,47,2086,2099,7966,7267,429806997,396608983
2016,236115,county_vs_state,53,,40,4,3538,3542,12281,12262,598379172,597712358
2016,236115,county_vs_state,54,,56,24,692,700,2264,1792,70356314,55913135
2016,236115,county_vs_state,55,,72,21,1450,1456,5367,4827,229020918,208135928
2016,236115,county_vs_state,56,,23,7,366,369,1618,1503,70955912,66806847
2016,236115,county_vs_state,72,,73,48,313,316,3081,2363,64086567,50694917
2016,236115,county_vs_state,78,,3,3,42,42,146,0,5937230,0
2016,236115,states51_vs_national,US,,51,0,82978,82987,341609,341611,19001038537,19001038537
2016,236116,county_vs_state,01,,17,15,45,45,444,205,40971625,24875324
2016,236116,county_vs_state,02,,3,3,4,4,15,0,436340,0
2016,236116,county_vs_state,04,,7,7,34,34,337,0,19491989,0
2016,236116,county_vs_state,05,,11,10,24,24,181,11,10154224,510389
2016,236116,county_vs_state,06,,40,27,327,330,4605,3770,380795226,317153740
2016,236116,county_vs_state,08,,22,16,90,90,703,542,62626048,49771411
2016,236116,county_vs_state,09,,6,3,23,23,80,68,5482657,4929607
2016,236116,county_vs_state,10,N,3,3,11,11,0,0,0,0
2016,236116,county_vs_state,11,,1,0,25,25,121,121,9979972,9979972
2016,236116,county_vs_state,12,,43,19,392,396,3472,3312,203962540,198612867
2016,236116,county_vs_state,13,,35,30,110,111,829,570,78464030,55228793
2016,236116,county_vs_state,15,,4,3,18,18,1007,852,92432459,80801358
2016,236116,county_vs_state,16,,11,7,36,36,245,226,10450243,9698316
2016,236116,county_vs_state,17,,34,30,317,318,1118,926,64157109,54088982
2016,236116,county_vs_state,18,,30,29,75,78,727,19,45790914,642577
2016,236116,county_vs_state,19,,22,20,53,52,177,46,8387956,2390070
2016,236116,county_vs_state,20,,9,8,18,18,127,96,7130118,5337756
2016,236116,county_vs_state,21,,17,16,37,38,244,55,11934745,2733502
2016,236116,county_vs_state,22,,32,23,105,106,475,269,20753213,12116484
2016,236116,county_vs_state,23,N,5,5,7,7,0,0,0,0
2016,236116,county_vs_state,24,,19,16,64,65,528,269,56454758,33222841
2016,236116,county_vs_state,25,,11,5,83,84,590,500,57919701,52487724
2016,236116,county_vs_state,26,,34,27,89,91,608,432,40938194,32926258
2016,236116,county_vs_state,27,,20,17,57,57,608,450,43010451,33465408
2016,236116,county_vs_state,28,,12,10,28,28,55,14,2670712,930100
2016,236116,county_vs_state,29,,21,18,40,41,215,68,12786852,4093783
2016,236116,county_vs_state,30,,8,7,13,13,29,13,1588068,912423
2016,236116,county_vs_state,31,,11,10,18,19,38,11,1458892,409969
2016,236116,county_vs_state,32,,6,5,19,20,112,102,9614137,8940108
2016,236116,county_vs_state,33,,7,7,10,10,44,0,2441651,0
2016,236116,county_vs_state,34,,16,7,130,133,1049,505,99937653,50003701
2016,236116,county_vs_state,35,,10,9,25,27,90,48,4898672,2885037
2016,236116,county_vs_state,36,,30,16,289,293,2846,2719,241863035,233483125
2016,236116,county_vs_state,37,,37,32,92,93,760,552,51568223,41007102
2016,236116,county_vs_state,38,,11,11,25,26,118,0,8513320,0
2016,236116,county_vs_state,39,,39,35,81,82,586,326,35287926,21219638
2016,236116,county_vs_state,40,,13,13,22,22,81,0,3858526,0
2016,236116,county_vs_state,41,,10,6,40,40,767,713,59968718,55599581
2016,236116,county_vs_state,42,,27,24,74,74,490,133,34925980,10552716
2016,236116,county_vs_state,44,N,2,2,6,6,0,0,0,0
2016,236116,county_vs_state,45,,31,20,234,237,807,580,43602046,32209777
2016,236116,county_vs_state,46,,6,6,9,9,27,0,1576686,0
2016,236116,county_vs_state,47,,14,9,47,48,259,159,19036715,12558259
2016,236116,county_vs_state,48,,54,42,223,226,2713,2295,222537320,201532629
2016,236116,county_vs_state,49,,11,7,46,46,1272,226,45750895,10941614
2016,236116,county_vs_state,50,,5,4,8,8,20,8,992691,476532
2016,236116,county_vs_state,51,,38,34,84,87,670,340,51935957,30699935
2016,236116,county_vs_state,53,,12,9,70,70,857,779,63302307,59535836
2016,236116,county_vs_state,54,,12,12,12,12,43,0,1559762,0
2016,236116,county_vs_state,55,,20,19,35,35,476,307,27695461,19646554
2016,236116,county_vs_state,56,,6,6,6,6,29,0,869918,0
2016,236116,county_vs_state,72,,17,15,29,31,158,29,3498910,583151
2016,236116,county_vs_state,78,,2,2,7,7,87,0,3865221,0
2016,236116,states51_vs_national,US,,51,3,3722,3730,31750,31694,2325551970,2321966635
2016,236117,county_vs_state,01,,14,13,29,29,291,95,22182687,6930648
2016,236117,county_vs_state,02,,3,3,6,6,63,0,3065291,0
2016,236117,county_vs_state,04,,2,2,18,18,279,0,25173217,0
2016,236117,county_vs_state,05,,17,17,38,38,141,0,6666899,0
2016,236117,county_vs_state,06,,32,22,105,107,1703,1569,170515634,160741285
2016,236117,county_vs_state,08,,21,17,77,78,1325,648,123834347,73146577
2016,236117,county_vs_state,09,,7,3,59,59,237,202,18431807,15994733
2016,236117,county_vs_state,10,N,3,3,7,7,0,0,0,0
2016,236117,county_vs_state,11,,1,0,7,7,50,50,4019533,4019533
2016,236117,county_vs_state,12,,50,27,598,603,5067,4213,381473789,351185546
2016,236117,county_vs_state,13,,51,42,223,227,1550,954,121504124,80975880
2016,236117,county_vs_state,15,,3,2,9,9,65,60,4617091,4492081
2016,236117,county_vs_state,16,,18,15,59,60,202,126,9018289,6419954
2016,236117,county_vs_state,17,,28,24,122,122,438,311,32467513,25523334
2016,236117,county_vs_state,18,,24,23,35,36,297,10,20860595,638615
2016,236117,county_vs_state,19,,13,12,21,21,142,12,6742020,1046173
2016,236117,county_vs_state,20,,10,9,21,21,88,43,4736619,2979785
2016,236117,county_vs_state,21,,15,12,38,38,647,119,39807184,6272311
2016,236117,county_vs_state,22,,31,23,107,109,429,337,19659575,16554202
2016,236117,county_vs_state,23,N,7,6,11,11,0,19,0,693199
2016,236117,county_vs_state,24,,17,13,69,70,1671,310,154374045,40743231
2016,236117,county_vs_state,25,,10,5,65,66,202,135,13260110,8505462
2016,236117,county_vs_state,26,,38,29,172,176,738,590,45282196,39877415
2016,236117,county_vs_state,27,,24,22,46,47,510,229,45392819,21041665
2016,236117,county_vs_state,28,,18,18,37,38,94,0,5247542,0
2016,236117,county_vs_state,29,,44,37,146,145,748,357,35322710,19914718
2016,236117,county_vs_state,30,,15,12,44,44,98,47,4280844,2402897
2016,236117,county_vs_state,31,,7,6,20,20,205,71,10506591,4886482
2016,236117,county_vs_state,32,,8,6,60,62,1312,1142,119607247,105920352
2016,236117,county_vs_state,33,,5,5,10,10,38,0,2359539,0
2016,236117,county_vs_state,34,,19,9,115,116,1413,1118,118283239,95106750
2016,236117,county_vs_state,35,,13,12,37,36,130,49,5664545,3083873
2016,236117,county_vs_state,36,,26,13,127,131,580,509,39474861,35941654
2016,236117,county_vs_state,37,,50,43,181,183,2152,1535,165931623,123318985
