series_id,group,source_id,title,base_date,catalog_begin,catalog_end,range_from,expected_months,months_with_value,missing_months,missing_list,rows_outside_catalog_range,last_month_in_file,catalog_end_matches_last,preliminary_P,geo_level,geo_code
WPU101706,construction_material,bls-ppi-wp-11a,Steel pipe and tube,198206,1982-06,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU102501,construction_material,bls-ppi-wp-11a,Aluminum mill shapes,198200,1947-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU10250239,construction_material,bls-ppi-wp-11a,Copper and copper alloy pipe and tube,200406,2004-06,2026-04,2016-01,124,110,14,2021-04 2024-11 2024-12 2025-01 2025-02 2025-04 2025-05 2025-06 2025-07 2025-08 2025-09 2025-11 2025-12 2026-01,0,2026-M04,True,0,national,US
WPU1026,construction_material,bls-ppi-wp-11a,Nonferrous wire and cable,198200,1947-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU10260314,construction_material,bls-ppi-wp-11a,Copper wire and cable,198612,1986-12,2026-08,2016-01,128,127,1,2020-07,0,2026-M08,True,4,national,US
WPU107,construction_material,bls-ppi-wp-11b,Fabricated structural metal products,198200,1947-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU1071,construction_material,bls-ppi-wp-11b,"Metal doors, sash, and trim",198200,1947-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU1073,construction_material,bls-ppi-wp-11b,Sheet metal products,198200,1961-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU1074,construction_material,bls-ppi-wp-11b,"Structural, architectural, and pre-engineered metal products",198200,1961-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU107405,construction_material,bls-ppi-wp-11b,Fabricated structural metal,198200,1981-06,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU1074051,construction_material,bls-ppi-wp-11b,Fabricated structural metal bar joists and concrete reinforcing bars,198200,1961-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU1079,construction_material,bls-ppi-wp-11b,Prefabricated metal buildings,198200,1981-06,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU104101,construction_material,bls-ppi-wp-11b,Builders' hardware,198200,1962-12,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU105,construction_material,bls-ppi-wp-11b,Plumbing fixtures and fittings,198200,1926-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU106,construction_material,bls-ppi-wp-11b,Heating equipment,198200,1947-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU1311,construction_material,bls-ppi-wp-14,Flat glass,198200,1967-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU134,construction_material,bls-ppi-wp-14,Clay construction products ex. refractories,198200,1947-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU1342,construction_material,bls-ppi-wp-14,Brick and structural clay tile,198412,1984-12,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU136,construction_material,bls-ppi-wp-14,Asphalt felts and coatings,198200,1926-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU1361,construction_material,bls-ppi-wp-14,Prepared asphalt and tar roofing and siding products,198200,1926-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU137,construction_material,bls-ppi-wp-14,Gypsum products,198200,1947-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU13710102,construction_material,bls-ppi-wp-14,Gypsum building materials,199312,1994-02,2026-08,2016-01,128,113,15,2017-06 2017-07 2017-08 2017-09 2017-10 2017-11 2017-12 2018-01 2018-02 2018-03 2018-04 2018-05 2018-06 2018-07 2018-08,0,2026-M08,True,4,national,US
WPU1392,construction_material,bls-ppi-wp-14,Insulation materials,198200,1947-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU1394,construction_material,bls-ppi-wp-14,Paving mixtures and blocks,198200,1958-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU13940113C,construction_material,bls-ppi-wp-14,Asphalt and tar paving mixtures (excluding liquid),200912,2009-12,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU1395,construction_material,bls-ppi-wp-14,Cut stone and stone products,198412,1984-12,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU058102,construction_material,bls-ppi-wp-6,Asphalt,198506,1985-06,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU057303,construction_material,bls-ppi-wp-6,No. 2 diesel fuel,198200,1973-02,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU0621,construction_material,bls-ppi-wp-7,Prepared paint,198200,1926-13,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU062101,construction_material,bls-ppi-wp-7,Architectural coatings,198200,1975-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU0721,construction_material,bls-ppi-wp-8,Plastic construction products,198200,1970-01,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
WPU112,construction_material,bls-ppi-wp-12a,Construction machinery and equipment,198200,1939-08,2026-08,2016-01,128,128,0,,0,2026-M08,True,4,national,US
